Date,Open,High,Low,Close,Adj Close,Volume
01/10/2021,29235.10938,29489.10938,27293.61914,28892.68945,28892.68945,1601900000
01/11/2021,29330.67969,29960.92969,27819.14063,27821.75977,27821.75977,1433700000
01/12/2021,27866.73047,29121.00977,27588.60938,28791.71094,28791.71094,1284100000
01/01/2022,29098.41016,29388.16016,26044.51953,27001.98047,27001.98047,1387900000
01/02/2022,27167.14063,27880.69922,25775.64063,26526.82031,26526.82031,1390900000
01/03/2022,26836.74023,28338.81055,24681.74023,27821.42969,27821.42969,1882500000
01/04/2022,27624.10938,27965.93945,26051.03906,26847.90039,26847.90039,1345900000
01/05/2022,26851.09961,27463.33008,25688.10938,27279.80078,27279.80078,1582900000
01/06/2022,27295.63086,28389.75,25520.23047,26393.03906,26393.03906,1637700000
01/07/2022,26460.71094,28015.67969,25841.75,27801.64063,27801.64063,1339300000
01/08/2022,27813.82031,29222.76953,27530.59961,28091.5293,28091.5293,1397800000
01/09/2022,27797,28659.75977,25805.58984,25937.21094,25937.21094,1377200000
01/10/2022,25778.94922,27602.99023,25621.96094,27587.46094,27587.46094,1435500000
01/11/2022,27614.64063,27943.26953,27032.01953,27716.42969,27716.42969,512700000
10/11/2022,27459.08008,27485.38086,27370.61914,27446.09961,27446.09961,0
